0	3186.64649762996	1076.28390121460	4500.52278404327
1	3209.21126935874	906.705326389521	4300.19661632157
2	3248.69945607024	708.837660947815	4092.27153543134
3	3301.23749142492	499.647757606232	3891.35626150679
4	3363.34537715012	284.757796066930	3696.67455597460
5	3431.95976638863	67.7703428927343	3505.37868004457
6	3504.28914533665	-148.382040919954	3314.06947776833
7	3577.58853621604	-360.816704853205	3119.12379312437
8	3648.67916585534	-566.408606430283	2917.43140485474
9	3713.48315670601	-763.623862071196	2707.17358248761
10	3767.06694901226	-950.113932561129	2488.29269960543
11	3804.00971097012	-1120.47893255949	2265.38074263133
12	3820.09936119136	-1249.48301696777	2078.69751196524
13	3813.63621681902	-1489.04110884666	1703.67266091817
14	3784.57307698814	-1634.22588482499	1474.08906190388
15	3734.42079302357	-1791.09074334381	1234.87050865858
16	3666.09100866538	-1953.79466224328	998.415162776063
17	3582.67213351403	-2121.52243822604	768.309955757510
18	3486.93423516633	-2294.66879198512	546.123203155042
19	3381.37485670754	-2473.98790642436	332.884652178755
20	3268.30163995684	-2660.37150487533	129.497305728311
21	3149.88309353550	-2854.83141656055	-63.1662091828057
22	3028.35561303298	-3058.23232449700	-243.971112167630
23	2905.83623637042	-3271.67499332713	-411.868751479161
24	2783.79816198851	-3495.73576567645	-566.455717611330
25	2662.97896363654	-3728.84851254064	-708.166663064360
26	2543.74349377334	-3969.59162878376	-838.033194147140
27	2426.34658908703	-4216.69095605918	-957.271820033872
28	2310.95068633287	-4469.02712818757	-1067.20461424963
29	2197.64526216774	-4725.63074154859	-1169.20492344406
30	2086.46354458340	-4985.67864876936	-1264.65841605772
31	1977.39839648393	-5248.46802755089	-1354.93915362047
32	1870.41615575197	-5513.39631232457	-1441.39832620929
33	1765.46792068227	-5779.94003305589	-1525.36363775541
34	1662.49899946841	-6047.62649287393	-1608.14178851893
35	1561.45644892224	-6316.01040013949	-1691.02595320245
36	1462.29576795673	-6584.65639747043	-1775.30568126455
37	1364.98605658777	-6853.11263995370	-1862.27470667168
38	1269.51532762890	-7120.89029562299	-1953.24068770591
39	1175.89655663265	-7387.44302966746	-2049.52758846652
40	1084.17246773696	-7652.13489921317	-2152.47552513414
41	994.421109970560	-7914.22772205650	-2263.43145238459
42	906.760602006782	-8172.84822991119	-2383.72967529177
43	821.353300453122	-8426.98517798313	-2514.66130465647
44	738.406773749636	-8675.46471616656	-2657.41977000635
45	658.171547555509	-8916.97394896030	-2813.04151899388
46	580.933794263060	-9150.07943850906	-2982.32528658398
47	506.998657878237	-9373.29359982997	-3165.75757062098
48	436.664600075247	-9585.16982358710	-3363.46887200805
49	3032.01671577863	-2940.70050121200	-168.397343337536
50	2919.52235635458	-2936.01165155283	-210.077728509903
51	2814.29729435262	-2960.66949212310	-267.896866392344
52	2715.67884747864	-2998.37998909909	-330.306551503483
53	2623.77905585515	-3038.44752701090	-391.524034020840
54	2538.19837804845	-3080.64289875696	-451.537230034264
55	2456.36701514896	-3128.01327598306	-513.241080463631
56	2378.50988477085	-3180.34668498293	-576.413842226299
57	2304.52160861343	-3236.16634020148	-640.188538822200
58	2661.97741629890	-3052.45069479942	-385.099646515911
59	2628.88538677892	-3086.07442640397	-418.782361254911
60	2572.17479914694	-3135.09151951270	-471.324291989207
61	2534.34620259385	-3197.92215585709	-525.345062935259
62	2647.69336184406	-3090.02743297815	-413.725194557250
63	2626.74465931316	-3161.21407020837	-465.831980977045
64	2589.94566380268	-3267.86253262684	-546.505298293690
65	2643.92988318850	-3159.98532414436	-452.009380927309
