-70	-70	-70	-70	-70	-70	-70	-70	-70	-70	-70
-70.0004	-70.0004	-70.0004	-70.0004	-70.0004	-70.0004	-70.0004	-70.0004	-70.0004	-70.0004	-70.0004
-70.0008	-70.0008	-70.0008	-70.0008	-70.0008	-70.0008	-70.0008	-70.0008	-70.0008	-70.0008	-70.0008
-70.0013	-70.0012	-70.0013	-70.0012	-70.0012	-70.0012	-70.0012	-70.0012	-70.0012	-70.0012	-70.0012
-70.0018	-70.0016	-70.0017	-70.0017	-70.0016	-70.0016	-70.0017	-70.0016	-70.0017	-70.0016	-70.0016
-70.0022	-70.002	-70.0022	-70.0021	-70.002	-70.002	-70.0021	-70.002	-70.0021	-70.002	-70.002
-70.0027	-70.0024	-70.0026	-70.0026	-70.0024	-70.0024	-70.0026	-70.0024	-70.0025	-70.0024	-70.0024
-70.0032	-70.0028	-70.0031	-70.003	-70.0028	-70.0028	-70.003	-70.0028	-70.003	-70.0028	-70.0028
-70.0036	-70.0032	-70.0035	-70.0035	-70.0032	-70.0032	-70.0035	-70.0032	-70.0034	-70.0032	-70.0032
-70.0041	-70.0036	-70.004	-70.0039	-70.0036	-70.0036	-70.0039	-70.0036	-70.0038	-70.0035	-70.0035
-70.0046	-70.004	-70.0045	-70.0044	-70.0039	-70.0039	-70.0044	-70.0039	-70.0043	-70.0039	-70.0039
-70.005	-70.0045	-70.0049	-70.0048	-70.0043	-70.0043	-70.0048	-70.0043	-70.0047	-70.0043	-70.0043
-70.0055	-70.0049	-70.0054	-70.0053	-70.0047	-70.0047	-70.0053	-70.0047	-70.0052	-70.0047	-70.0047
-70.006	-70.0053	-70.0058	-70.0057	-70.0051	-70.0051	-70.0057	-70.0051	-70.0056	-70.0051	-70.0051
-70.0064	-70.0057	-70.0063	-70.0062	-70.0055	-70.0055	-70.0062	-70.0055	-70.0061	-70.0055	-70.0055
-70.0069	-70.0062	-70.0068	-70.0066	-70.0059	-70.0059	-70.0066	-70.0059	-70.0065	-70.0059	-70.0059
-70.0074	-70.0066	-70.0072	-70.0071	-70.0063	-70.0063	-70.0071	-70.0063	-70.007	-70.0063	-70.0063
-70.0078	-70.007	-70.0077	-70.0075	-70.0067	-70.0067	-70.0075	-70.0067	-70.0074	-70.0067	-70.0067
-70.0083	-70.0075	-70.0081	-70.008	-70.0071	-70.0071	-70.008	-70.0071	-70.0079	-70.0071	-70.0071
-70.0087	-70.0079	-70.0086	-70.0084	-70.0076	-70.0075	-70.0084	-70.0075	-70.0083	-70.0075	-70.0075
-70.0092	-70.0083	-70.009	-70.0089	-70.008	-70.0079	-70.0089	-70.0079	-70.0087	-70.0079	-70.0079
-70.0097	-70.0088	-70.0095	-70.0093	-70.0084	-70.0083	-70.0093	-70.0083	-70.0092	-70.0083	-70.0083
-70.0101	-70.0092	-70.0099	-70.0098	-70.0088	-70.0088	-70.0098	-70.0087	-70.0096	-70.0087	-70.0087
-70.0106	-70.0097	-70.0104	-70.0102	-70.0092	-70.0092	-70.0102	-70.0092	-70.0101	-70.0091	-70.0091
-70.011	-70.0101	-70.0108	-70.0107	-70.0096	-70.0096	-70.0107	-70.0096	-70.0105	-70.0095	-70.0095
-70.0115	-70.0105	-70.0113	-70.0111	-70.01	-70.01	-70.0111	-70.01	-70.011	-70.0099	-70.0099
-70.0119	-70.011	-70.0117	-70.0115	-70.0104	-70.0104	-70.0116	-70.0104	-70.0114	-70.0103	-70.0103
-70.0124	-70.0114	-70.0122	-70.012	-70.0108	-70.0108	-70.012	-70.0108	-70.0118	-70.0107	-70.0107
-70.0128	-70.0119	-70.0126	-70.0124	-70.0112	-70.0112	-70.0124	-70.0112	-70.0123	-70.0111	-70.0111
-70.0133	-70.0123	-70.0131	-70.0129	-70.0116	-70.0116	-70.0129	-70.0116	-70.0127	-70.0115	-70.0115
-70.0137	-70.0127	-70.0135	-70.0133	-70.012	-70.012	-70.0133	-70.012	-70.0132	-70.0119	-70.0119
-70.0142	-70.0132	-70.0139	-70.0138	-70.0124	-70.0124	-70.0138	-70.0124	-70.0136	-70.0123	-70.0123
-70.0146	-70.0136	-70.0144	-70.0142	-70.0129	-70.0128	-70.0142	-70.0128	-70.014	-70.0127	-70.0127
-70.015	-70.0141	-70.0148	-70.0146	-70.0133	-70.0132	-70.0146	-70.0132	-70.0145	-70.0131	-70.0131
