0.1	-70.0229	-70.0096	-70.0035	-70.0009	-70	-69.9996	-69.9995	-69.9995	-69.9995	-69.9995	-69.9995	-69.9995	-69.9995	-69.9995	-69.9995	-69.9995	-69.9995	-69.9995	-69.9995	-69.9995	-69.9995	-69.9995	-69.9995	-69.9995	-69.9995	-69.9995	-69.9995	-69.9995	-69.9995	-69.9995	-69.9995	-69.9995	-69.9995	-69.9995	-69.9995	-69.9995	-69.9995	-69.9995	-69.9995	-69.9995	-69.9995	-69.9995	-69.9995	-69.9995	-69.9995	-69.9995	-69.9995	-69.9995	-69.9995	-69.9994	-69.9993	-69.9992	-69.9992	-69.9991	-69.9991	-69.9992	-69.9992	-69.9993	-69.9991	-69.9991	-69.9992	-69.9992	-69.9992	-69.9992	-69.9993	-69.9992
0.105	-70.0242	-70.0104	-70.0039	-70.0011	-70	-69.9996	-69.9995	-69.9995	-69.9995	-69.9995	-69.9995	-69.9995	-69.9995	-69.9995	-69.9995	-69.9995	-69.9995	-69.9995	-69.9995	-69.9995	-69.9995	-69.9995	-69.9995	-69.9995	-69.9995	-69.9995	-69.9995	-69.9995	-69.9995	-69.9995	-69.9995	-69.9995	-69.9995	-69.9995	-69.9995	-69.9995	-69.9995	-69.9995	-69.9995	-69.9995	-69.9995	-69.9995	-69.9995	-69.9995	-69.9995	-69.9995	-69.9995	-69.9995	-69.9995	-69.9994	-69.9992	-69.9992	-69.9991	-69.9991	-69.9991	-69.9991	-69.9992	-69.9993	-69.9991	-69.9991	-69.9991	-69.9992	-69.9991	-69.9992	-69.9993	-69.9992
0.11	-70.0255	-70.0111	-70.0043	-70.0013	-70.0001	-69.9997	-69.9995	-69.9995	-69.9995	-69.9995	-69.9995	-69.9995	-69.9995	-69.9995	-69.9995	-69.9995	-69.9995	-69.9995	-69.9995	-69.9995	-69.9994	-69.9994	-69.9994	-69.9994	-69.9995	-69.9995	-69.9995	-69.9995	-69.9995	-69.9995	-69.9995	-69.9995	-69.9995	-69.9995	-69.9995	-69.9995	-69.9995	-69.9995	-69.9995	-69.9995	-69.9995	-69.9995	-69.9995	-69.9995	-69.9995	-69.9995	-69.9995	-69.9995	-69.9995	-69.9993	-69.9992	-69.9991	-69.9991	-69.9991	-69.9991	-69.9991	-69.9992	-69.9992	-69.9991	-69.9991	-69.9991	-69.9992	-69.9991	-69.9992	-69.9993	-69.9992
0.115	-70.0268	-70.0119	-70.0047	-70.0015	-70.0002	-69.9997	-69.9995	-69.9995	-69.9994	-69.9994	-69.9994	-69.9994	-69.9994	-69.9994	-69.9994	-69.9994	-69.9994	-69.9994	-69.9994	-69.9994	-69.9994	-69.9994	-69.9994	-69.9994	-69.9994	-69.9994	-69.9994	-69.9994	-69.9994	-69.9994	-69.9994	-69.9994	-69.9994	-69.9994	-69.9994	-69.9994	-69.9994	-69.9994	-69.9994	-69.9994	-69.9994	-69.9994	-69.9994	-69.9994	-69.9994	-69.9994	-69.9994	-69.9994	-69.9994	-69.9993	-69.9992	-69.9991	-69.9991	-69.999	-69.9991	-69.9991	-69.9991	-69.9992	-69.999	-69.9991	-69.9991	-69.9991	-69.9991	-69.9992	-69.9992	-69.9992
0.12	-70.028	-70.0127	-70.0051	-70.0017	-70.0002	-69.9997	-69.9995	-69.9994	-69.9994	-69.9994	-69.9994	-69.9994	-69.9994	-69.9994	-69.9994	-69.9994	-69.9994	-69.9994	-69.9994	-69.9994	-69.9994	-69.9994	-69.9994	-69.9994	-69.9994	-69.9994	-69.9994	-69.9994	-69.9994	-69.9994	-69.9994	-69.9994	-69.9994	-69.9994	-69.9994	-69.9994	-69.9994	-69.9994	-69.9994	-69.9994	-69.9994	-69.9994	-69.9994	-69.9994	-69.9994	-69.9994	-69.9994	-69.9994	-69.9994	-69.9993	-69.9992	-69.9991	-69.999	-69.999	-69.999	-69.9991	-69.9991	-69.9992	-69.999	-69.999	-69.9991	-69.9991	-69.9991	-69.9991	-69.9992	-69.9991
0.125	-70.0293	-70.0135	-70.0055	-70.0019	-70.0003	-69.9997	-69.9995	-69.9994	-69.9994	-69.9994	-69.9994	-69.9994	-69.9994	-69.9994	-69.9994	-69.9994	-69.9994	-69.9994	-69.9994	-69.9994	-69.9994	-69.9994	-69.9994	-69.9994	-69.9994	-69.9994	-69.9994	-69.9994	-69.9994	-69.9994	-69.9994	-69.9994	-69.9994	-69.9994	-69.9994	-69.9994	-69.9994	-69.9994	-69.9994	-69.9994	-69.9994	-69.9994	-69.9994	-69.9994	-69.9994	-69.9994	-69.9994	-69.9994	-69.9994	-69.9993	-69.9992	-69.9991	-69.999	-69.999	-69.999	-69.999	-69.9991	-69.9992	-69.999	-69.999	-69.999	-69.9991	-69.999	-69.9991	-69.9992	-69.9991
0.13	-70.0306	-70.0143	-70.006	-70.0021	-70.0004	-69.9997	-69.9995	-69.9994	-69.9994	-69.9994	-69.9994	-69.9994	-69.9994	-69.9994	-69.9994	-69.9994	-69.9994	-69.9994	-69.9994	-69.9994	-69.9994	-69.9993	-69.9993	-69.9994	-69.9994	-69.9994	-69.9994	-69.9994	-69.9994	-69.9994	-69.9994	-69.9994	-69.9994	-69.9994	-69.9994	-69.9994	-69.9994	-69.9994	-69.9994	-69.9994	-69.9994	-69.9994	-69.9994	-69.9994	-69.9994	-69.9994	-69.9994	-69.9994	-69.9994	-69.9993	-69.9991	-69.999	-69.999	-69.999	-69.999	-69.999	-69.9991	-69.9991	-69.999	-69.999	-69.999	-69.9991	-69.999	-69.9991	-69.9992	-69.9991
0.135	-70.0318	-70.0151	-70.0064	-70.0023	-70.0005	-69.9998	-69.9995	-69.9994	-69.9994	-69.9994	-69.9994	-69.9994	-69.9994	-69.9994	-69.9994	-69.9994	-69.9994	-69.9994	-69.9994	-69.9994	-69.9993	-69.9993	-69.9993	-69.9993	-69.9994	-69.9994	-69.9994	-69.9994	-69.9994	-69.9994	-69.9994	-69.9994	-69.9994	-69.9994	-69.9994	-69.9994	-69.9994	-69.9994	-69.9994	-69.9994	-69.9994	-69.9994	-69.9994	-69.9994	-69.9994	-69.9994	-69.9994	-69.9994	-69.9994	-69.9992	-69.9991	-69.999	-69.999	-69.9989	-69.999	-69.999	-69.999	-69.9991	-69.999	-69.999	-69.999	-69.9991	-69.999	-69.9991	-69.9991	-69.9991
0.14	-70.0331	-70.0159	-70.0069	-70.0026	-70.0006	-69.9998	-69.9995	-69.9994	-69.9994	-69.9993	-69.9993	-69.9993	-69.9993	-69.9993	-69.9993	-69.9993	-69.9993	-69.9993	-69.9993	-69.9993	-69.9993	-69.9993	-69.9993	-69.9993	-69.9993	-69.9993	-69.9993	-69.9993	-69.9993	-69.9993	-69.9993	-69.9993	-69.9993	-69.9993	-69.9993	-69.9993	-69.9993	-69.9993	-69.9993	-69.9993	-69.9993	-69.9993	-69.9993	-69.9993	-69.9993	-69.9993	-69.9993	-69.9993	-69.9993	-69.9992	-69.9991	-69.999	-69.999	-69.9989	-69.9989	-69.999	-69.999	-69.9991	-69.9989	-69.9989	-69.999	-69.999	-69.999	-69.999	-69.9991	-69.999
0.145	-70.0343	-70.0167	-70.0074	-70.0028	-70.0007	-69.9999	-69.9995	-69.9994	-69.9993	-69.9993	-69.9993	-69.9993	-69.9993	-69.9993	-69.9993	-69.9993	-69.9993	-69.9993	-69.9993	-69.9993	-69.9993	-69.9993	-69.9993	-69.9993	-69.9993	-69.9993	-69.9993	-69.9993	-69.9993	-69.9993	-69.9993	-69.9993	-69.9993	-69.9993	-69.9993	-69.9993	-69.9993	-69.9993	-69.9993	-69.9993	-69.9993	-69.9993	-69.9993	-69.9993	-69.9993	-69.9993	-69.9993	-69.9993	-69.9993	-69.9992	-69.9991	-69.999	-69.9989	-69.9989	-69.9989	-69.9989	-69.999	-69.9991	-69.9989	-69.9989	-69.9989	-69.999	-69.999	-69.999	-69.9991	-69.999
0.15	-70.0356	-70.0175	-70.0078	-70.0031	-70.0009	-69.9999	-69.9995	-69.9994	-69.9993	-69.9993	-69.9993	-69.9993	-69.9993	-69.9993	-69.9993	-69.9993	-69.9993	-69.9993	-69.9993	-69.9993	-69.9993	-69.9993	-69.9993	-69.9993	-69.9993	-69.9993	-69.9993	-69.9993	-69.9993	-69.9993	-69.9993	-69.9993	-69.9993	-69.9993	-69.9993	-69.9993	-69.9993	-69.9993	-69.9993	-69.9993	-69.9993	-69.9993	-69.9993	-69.9993	-69.9993	-69.9993	-69.9993	-69.9993	-69.9993	-69.9992	-69.999	-69.999	-69.9989	-69.9989	-69.9989	-69.9989	-69.999	-69.999	-69.9989	-69.9989	-69.9989	-69.999	-69.9989	-69.999	-69.9991	-69.999
0.155	-70.0368	-70.0183	-70.0083	-70.0033	-70.001	-69.9999	-69.9995	-69.9994	-69.9993	-69.9993	-69.9993	-69.9993	-69.9993	-69.9993	-69.9993	-69.9993	-69.9993	-69.9993	-69.9993	-69.9993	-69.9993	-69.9992	-69.9992	-69.9993	-69.9993	-69.9993	-69.9993	-69.9993	-69.9993	-69.9993	-69.9993	-69.9993	-69.9993	-69.9993	-69.9993	-69.9993	-69.9993	-69.9993	-69.9993	-69.9993	-69.9993	-69.9993	-69.9993	-69.9993	-69.9993	-69.9993	-69.9993	-69.9993	-69.9993	-69.9992	-69.999	-69.9989	-69.9989	-69.9989	-69.9989	-69.9989	-69.9989	-69.999	-69.9989	-69.9989	-69.9989	-69.999	-69.9989	-69.999	-69.999	-69.999
0.16	-70.0381	-70.0191	-70.0088	-70.0036	-70.0011	-70	-69.9995	-69.9994	-69.9993	-69.9993	-69.9993	-69.9993	-69.9993	-69.9993	-69.9993	-69.9993	-69.9993	-69.9993	-69.9993	-69.9993	-69.9993	-69.9992	-69.9992	-69.9992	-69.9993	-69.9993	-69.9993	-69.9993	-69.9993	-69.9993	-69.9993	-69.9993	-69.9993	-69.9993	-69.9993	-69.9993	-69.9993	-69.9993	-69.9993	-69.9993	-69.9993	-69.9993	-69.9993	-69.9993	-69.9993	-69.9993	-69.9993	-69.9993	-69.9993	-69.9991	-69.999	-69.9989	-69.9989	-69.9988	-69.9988	-69.9989	-69.9989	-69.999	-69.9988	-69.9989	-69.9989	-69.999	-69.9989	-69.999	-69.999	-69.999
0.165	-70.0393	-70.0199	-70.0093	-70.0039	-70.0012	-70.0001	-69.9996	-69.9994	-69.9993	-69.9993	-69.9993	-69.9993	-69.9993	-69.9993	-69.9993	-69.9993	-69.9993	-69.9993	-69.9993	-69.9992	-69.9992	-69.9992	-69.9992	-69.9992	-69.9992	-69.9992	-69.9993	-69.9993	-69.9993	-69.9993	-69.9993	-69.9993	-69.9993	-69.9993	-69.9993	-69.9993	-69.9993	-69.9993	-69.9993	-69.9993	-69.9993	-69.9993	-69.9993	-69.9993	-69.9993	-69.9993	-69.9993	-69.9993	-69.9993	-69.9991	-69.999	-69.9989	-69.9988	-69.9988	-69.9988	-69.9988	-69.9989	-69.999	-69.9988	-69.9988	-69.9989	-69.9989	-69.9989	-69.9989	-69.999	-69.9989
0.17	-70.0405	-70.0207	-70.0098	-70.0041	-70.0014	-70.0001	-69.9996	-69.9994	-69.9993	-69.9993	-69.9992	-69.9992	-69.9992	-69.9992	-69.9992	-69.9992	-69.9992	-69.9992	-69.9992	-69.9992	-69.9992	-69.9992	-69.9992	-69.9992	-69.9992	-69.9992	-69.9992	-69.9992	-69.9992	-69.9992	-69.9992	-69.9992	-69.9992	-69.9992	-69.9992	-69.9992	-69.9992	-69.9992	-69.9992	-69.9992	-69.9992	-69.9992	-69.9992	-69.9992	-69.9992	-69.9992	-69.9992	-69.9992	-69.9992	-69.9991	-69.999	-69.9989	-69.9988	-69.9988	-69.9988	-69.9988	-69.9989	-69.999	-69.9988	-69.9988	-69.9989	-69.9989	-69.9989	-69.9989	-69.999	-69.9989
0.175	-70.0417	-70.0215	-70.0103	-70.0044	-70.0015	-70.0002	-69.9996	-69.9994	-69.9993	-69.9992	-69.9992	-69.9992	-69.9992	-69.9992	-69.9992	-69.9992	-69.9992	-69.9992	-69.9992	-69.9992	-69.9992	-69.9992	-69.9992	-69.9992	-69.9992	-69.9992	-69.9992	-69.9992	-69.9992	-69.9992	-69.9992	-69.9992	-69.9992	-69.9992	-69.9992	-69.9992	-69.9992	-69.9992	-69.9992	-69.9992	-69.9992	-69.9992	-69.9992	-69.9992	-69.9992	-69.9992	-69.9992	-69.9992	-69.9992	-69.9991	-69.999	-69.9989	-69.9988	-69.9988	-69.9988	-69.9988	-69.9989	-69.9989	-69.9988	-69.9988	-69.9988	-69.9989	-69.9988	-69.9989	-69.999	-69.9989
