0	-70	-70	-70	-70	-70	-70	-70	-70	-70
0.005	-70.0004	-70.0004	-70.0004	-70.0004	-70.0004	-70.0004	-70.0004	-70.0004	-70.0004
0.01	-70.0009	-70.0008	-70.0008	-70.0008	-70.0008	-70.0008	-70.0008	-70.0008	-70.0008
0.015	-70.0013	-70.0013	-70.0012	-70.0012	-70.0012	-70.0012	-70.0012	-70.0012	-70.0012
0.02	-70.0018	-70.0018	-70.0016	-70.0016	-70.0016	-70.0016	-70.0017	-70.0016	-70.0016
0.025	-70.0023	-70.0022	-70.002	-70.002	-70.002	-70.002	-70.0021	-70.002	-70.002
0.03	-70.0027	-70.0027	-70.0024	-70.0024	-70.0024	-70.0024	-70.0026	-70.0024	-70.0024
0.035	-70.0032	-70.0032	-70.0028	-70.0028	-70.0028	-70.0028	-70.003	-70.0028	-70.0028
0.04	-70.0037	-70.0036	-70.0032	-70.0032	-70.0032	-70.0032	-70.0035	-70.0032	-70.0032
0.045	-70.0042	-70.0041	-70.0036	-70.0037	-70.0035	-70.0035	-70.0039	-70.0036	-70.0036
0.05	-70.0046	-70.0046	-70.0039	-70.0041	-70.0039	-70.0039	-70.0044	-70.0039	-70.0039
0.055	-70.0051	-70.005	-70.0043	-70.0045	-70.0043	-70.0043	-70.0048	-70.0043	-70.0043
0.06	-70.0056	-70.0055	-70.0047	-70.0049	-70.0047	-70.0047	-70.0053	-70.0047	-70.0047
0.065	-70.006	-70.006	-70.0051	-70.0054	-70.0051	-70.0051	-70.0058	-70.0051	-70.0051
0.07	-70.0065	-70.0064	-70.0055	-70.0058	-70.0055	-70.0055	-70.0062	-70.0055	-70.0055
0.075	-70.007	-70.0069	-70.0059	-70.0062	-70.0059	-70.0059	-70.0067	-70.0059	-70.0059
0.08	-70.0074	-70.0073	-70.0063	-70.0067	-70.0063	-70.0063	-70.0071	-70.0063	-70.0063
0.085	-70.0079	-70.0078	-70.0067	-70.0071	-70.0067	-70.0067	-70.0076	-70.0067	-70.0067
0.09	-70.0084	-70.0083	-70.0071	-70.0075	-70.0071	-70.0071	-70.008	-70.0071	-70.0071
0.095	-70.0088	-70.0087	-70.0075	-70.0079	-70.0075	-70.0075	-70.0085	-70.0075	-70.0075
0.1	-70.0093	-70.0092	-70.0079	-70.0084	-70.0079	-70.0079	-70.0089	-70.008	-70.0079
0.105	-70.0097	-70.0096	-70.0083	-70.0088	-70.0083	-70.0083	-70.0094	-70.0084	-70.0083
0.11	-70.0102	-70.0101	-70.0087	-70.0092	-70.0087	-70.0087	-70.0098	-70.0088	-70.0087
0.115	-70.0107	-70.0105	-70.0091	-70.0097	-70.0091	-70.0091	-70.0103	-70.0092	-70.0091
0.12	-70.0111	-70.011	-70.0096	-70.0101	-70.0095	-70.0095	-70.0107	-70.0096	-70.0095
0.125	-70.0116	-70.0114	-70.01	-70.0105	-70.0099	-70.0099	-70.0112	-70.01	-70.01
0.13	-70.012	-70.0119	-70.0104	-70.011	-70.0103	-70.0103	-70.0116	-70.0104	-70.0104
0.135	-70.0125	-70.0123	-70.0108	-70.0114	-70.0107	-70.0107	-70.0121	-70.0108	-70.0108
0.14	-70.0129	-70.0128	-70.0112	-70.0118	-70.011	-70.0111	-70.0125	-70.0112	-70.0112
0.145	-70.0134	-70.0132	-70.0116	-70.0123	-70.0114	-70.0115	-70.0129	-70.0116	-70.0116
0.15	-70.0138	-70.0137	-70.012	-70.0127	-70.0118	-70.0119	-70.0134	-70.012	-70.012
0.155	-70.0143	-70.0141	-70.0124	-70.0131	-70.0122	-70.0123	-70.0138	-70.0124	-70.0124
0.16	-70.0147	-70.0146	-70.0128	-70.0135	-70.0126	-70.0127	-70.0143	-70.0128	-70.0128
0.165	-70.0151	-70.015	-70.0132	-70.014	-70.013	-70.0131	-70.0147	-70.0133	-70.0132
0.17	-70.0156	-70.0155	-70.0136	-70.0144	-70.0134	-70.0135	-70.0152	-70.0137	-70.0136
0.175	-70.016	-70.0159	-70.014	-70.0148	-70.0138	-70.0139	-70.0156	-70.0141	-70.014
0.18	-70.0165	-70.0163	-70.0144	-70.0153	-70.0142	-70.0143	-70.016	-70.0145	-70.0144
0.185	-70.0169	-70.0168	-70.0149	-70.0157	-70.0146	-70.0147	-70.0165	-70.0149	-70.0149
0.19	-70.0174	-70.0172	-70.0153	-70.0161	-70.015	-70.0151	-70.0169	-70.0153	-70.0153
0.195	-70.0178	-70.0177	-70.0157	-70.0166	-70.0154	-70.0155	-70.0174	-70.0157	-70.0157
0.2	-70.0182	-70.0181	-70.0161	-70.017	-70.0158	-70.0159	-70.0178	-70.0161	-70.0161
0.205	-70.0187	-70.0185	-70.0165	-70.0174	-70.0162	-70.0163	-70.0182	-70.0166	-70.0165
0.21	-70.0191	-70.019	-70.0169	-70.0178	-70.0166	-70.0167	-70.0187	-70.017	-70.0169
0.215	-70.0195	-70.0194	-70.0173	-70.0183	-70.017	-70.0171	-70.0191	-70.0174	-70.0173
0.22	-70.02	-70.0198	-70.0177	-70.0187	-70.0174	-70.0175	-70.0195	-70.0178	-70.0177
0.225	-70.0204	-70.0203	-70.0182	-70.0191	-70.0178	-70.0179	-70.02	-70.0182	-70.0182
0.23	-70.0209	-70.0207	-70.0186	-70.0195	-70.0182	-70.0183	-70.0204	-70.0186	-70.0186
0.235	-70.0213	-70.0212	-70.019	-70.02	-70.0186	-70.0187	-70.0208	-70.019	-70.019
0.24	-70.0217	-70.0216	-70.0194	-70.0204	-70.019	-70.0191	-70.0213	-70.0195	-70.0194
0.245	-70.0222	-70.022	-70.0198	-70.0208	-70.0194	-70.0195	-70.0217	-70.0199	-70.0198
0.25	-70.0226	-70.0225	-70.0202	-70.0213	-70.0198	-70.0199	-70.0221	-70.0203	-70.0202
0.255	-70.023	-70.0229	-70.0206	-70.0217	-70.0202	-70.0203	-70.0226	-70.0207	-70.0206
0.26	-70.0235	-70.0233	-70.021	-70.0221	-70.0206	-70.0207	-70.023	-70.0211	-70.0211
0.265	-70.0239	-70.0238	-70.0215	-70.0225	-70.0211	-70.0211	-70.0234	-70.0215	-70.0215
0.27	-70.0243	-70.0242	-70.0219	-70.023	-70.0215	-70.0215	-70.0239	-70.0219	-70.0219
0.275	-70.0248	-70.0246	-70.0223	-70.0234	-70.0219	-70.0219	-70.0243	-70.0224	-70.0223
0.28	-70.0252	-70.025	-70.0227	-70.0238	-70.0223	-70.0223	-70.0247	-70.0228	-70.0227
0.285	-70.0256	-70.0255	-70.0231	-70.0242	-70.0227	-70.0227	-70.0252	-70.0232	-70.0231
0.29	-70.026	-70.0259	-70.0235	-70.0246	-70.0231	-70.0232	-70.0256	-70.0236	-70.0236
0.295	-70.0265	-70.0263	-70.0239	-70.0251	-70.0235	-70.0236	-70.026	-70.024	-70.024
0.3	-70.0269	-70.0268	-70.0244	-70.0255	-70.0239	-70.024	-70.0264	-70.0244	-70.0244
0.305	-70.0273	-70.0272	-70.0248	-70.0259	-70.0243	-70.0244	-70.0269	-70.0248	-70.0248
0.31	-70.0278	-70.0276	-70.0252	-70.0263	-70.0247	-70.0248	-70.0273	-70.0253	-70.0252
0.315	-70.0282	-70.028	-70.0256	-70.0268	-70.0251	-70.0252	-70.0277	-70.0257	-70.0256
0.32	-70.0286	-70.0285	-70.026	-70.0272	-70.0255	-70.0256	-70.0282	-70.0261	-70.026
0.325	-70.029	-70.0289	-70.0264	-70.0276	-70.0259	-70.026	-70.0286	-70.0265	-70.0265
0.33	-70.0295	-70.0293	-70.0268	-70.028	-70.0263	-70.0264	-70.029	-70.0269	-70.0269
0.335	-70.0299	-70.0298	-70.0272	-70.0284	-70.0267	-70.0268	-70.0294	-70.0273	-70.0273
0.34	-70.0303	-70.0302	-70.0277	-70.0289	-70.0271	-70.0272	-70.0299	-70.0277	-70.0277
0.345	-70.0307	-70.0306	-70.0281	-70.0293	-70.0275	-70.0276	-70.0303	-70.0282	-70.0281
0.35	-70.0312	-70.031	-70.0285	-70.0297	-70.0279	-70.028	-70.0307	-70.0286	-70.0285
0.355	-70.0316	-70.0315	-70.0289	-70.0301	-70.0283	-70.0284	-70.0311	-70.029	-70.029
0.36	-70.032	-70.0319	-70.0293	-70.0305	-70.0287	-70.0288	-70.0316	-70.0294	-70.0294
0.365	-70.0324	-70.0323	-70.0297	-70.031	-70.0291	-70.0293	-70.032	-70.0298	-70.0298
0.37	-70.0329	-70.0327	-70.0301	-70.0314	-70.0295	-70.0297	-70.0324	-70.0302	-70.0302
0.375	-70.0333	-70.0331	-70.0306	-70.0318	-70.0299	-70.0301	-70.0328	-70.0306	-70.0306
0.38	-70.0337	-70.0336	-70.031	-70.0322	-70.0304	-70.0305	-70.0332	-70.0311	-70.031
0.385	-70.0341	-70.034	-70.0314	-70.0326	-70.0308	-70.0309	-70.0337	-70.0315	-70.0314
0.39	-70.0346	-70.0344	-70.0318	-70.0331	-70.0312	-70.0313	-70.0341	-70.0319	-70.0319
0.395	-70.035	-70.0348	-70.0322	-70.0335	-70.0316	-70.0317	-70.0345	-70.0323	-70.0323
0.4	-70.0354	-70.0353	-70.0326	-70.0339	-70.032	-70.0321	-70.0349	-70.0327	-70.0327
0.405	-70.0358	-70.0357	-70.033	-70.0343	-70.0324	-70.0325	-70.0354	-70.0331	-70.0331
0.41	-70.0362	-70.0361	-70.0334	-70.0347	-70.0328	-70.0329	-70.0358	-70.0335	-70.0335
0.415	-70.0367	-70.0365	-70.0339	-70.0352	-70.0332	-70.0333	-70.0362	-70.034	-70.0339
0.42	-70.0371	-70.0369	-70.0343	-70.0356	-70.0336	-70.0337	-70.0366	-70.0344	-70.0343
0.425	-70.0375	-70.0374	-70.0347	-70.036	-70.034	-70.0341	-70.037	-70.0348	-70.0348
0.43	-70.0379	-70.0378	-70.0351	-70.0364	-70.0344	-70.0346	-70.0375	-70.0352	-70.0352
0.435	-70.0383	-70.0382	-70.0355	-70.0368	-70.0348	-70.035	-70.0379	-70.0356	-70.0356
0.44	-70.0388	-70.0386	-70.0359	-70.0372	-70.0352	-70.0354	-70.0383	-70.036	-70.036
0.445	-70.0392	-70.039	-70.0363	-70.0377	-70.0356	-70.0358	-70.0387	-70.0364	-70.0364
0.45	-70.0396	-70.0395	-70.0367	-70.0381	-70.036	-70.0362	-70.0391	-70.0368	-70.0368
0.455	-70.04	-70.0399	-70.0372	-70.0385	-70.0364	-70.0366	-70.0395	-70.0373	-70.0372
0.46	-70.0404	-70.0403	-70.0376	-70.0389	-70.0368	-70.037	-70.04	-70.0377	-70.0377
0.465	-70.0409	-70.0407	-70.038	-70.0393	-70.0372	-70.0374	-70.0404	-70.0381	-70.0381
0.47	-70.0413	-70.0411	-70.0384	-70.0397	-70.0376	-70.0378	-70.0408	-70.0385	-70.0385
0.475	-70.0417	-70.0415	-70.0388	-70.0401	-70.0381	-70.0382	-70.0412	-70.0389	-70.0389
0.48	-70.0421	-70.042	-70.0392	-70.0406	-70.0385	-70.0386	-70.0416	-70.0393	-70.0393
0.485	-70.0425	-70.0424	-70.0396	-70.041	-70.0389	-70.039	-70.0421	-70.0397	-70.0397
0.49	-70.0429	-70.0428	-70.04	-70.0414	-70.0393	-70.0394	-70.0425	-70.0401	-70.0401
0.495	-70.0434	-70.0432	-70.0404	-70.0418	-70.0397	-70.0399	-70.0429	-70.0406	-70.0405
0.5	-70.0438	-70.0436	-70.0409	-70.0422	-70.0401	-70.0403	-70.0433	-70.041	-70.041
0.505	-70.0442	-70.044	-70.0413	-70.0426	-70.0405	-70.0407	-70.0437	-70.0414	-70.0414
0.51	-70.0446	-70.0445	-70.0417	-70.043	-70.0409	-70.0411	-70.0441	-70.0418	-70.0418
0.515	-70.045	-70.0449	-70.0421	-70.0435	-70.0413	-70.0415	-70.0445	-70.0422	-70.0422
0.52	-70.0454	-70.0453	-70.0425	-70.0439	-70.0417	-70.0419	-70.045	-70.0426	-70.0426
0.525	-70.0458	-70.0457	-70.0429	-70.0443	-70.0421	-70.0423	-70.0454	-70.043	-70.043
0.53	-70.0463	-70.0461	-70.0433	-70.0447	-70.0425	-70.0427	-70.0458	-70.0434	-70.0434
0.535	-70.0467	-70.0465	-70.0437	-70.0451	-70.0429	-70.0431	-70.0462	-70.0438	-70.0438
0.54	-70.0471	-70.0469	-70.0441	-70.0455	-70.0433	-70.0435	-70.0466	-70.0443	-70.0443
0.545	-70.0475	-70.0474	-70.0445	-70.0459	-70.0437	-70.0439	-70.047	-70.0447	-70.0447
0.55	-70.0479	-70.0478	-70.0449	-70.0463	-70.0441	-70.0443	-70.0475	-70.0451	-70.0451
0.555	-70.0483	-70.0482	-70.0454	-70.0468	-70.0445	-70.0447	-70.0479	-70.0455	-70.0455
0.56	-70.0487	-70.0486	-70.0458	-70.0472	-70.0449	-70.0451	-70.0483	-70.0459	-70.0459
0.565	-70.0492	-70.049	-70.0462	-70.0476	-70.0453	-70.0456	-70.0487	-70.0463	-70.0463
0.57	-70.0496	-70.0494	-70.0466	-70.048	-70.0458	-70.046	-70.0491	-70.0467	-70.0467
0.575	-70.05	-70.0498	-70.047	-70.0484	-70.0462	-70.0464	-70.0495	-70.0471	-70.0471
0.58	-70.0504	-70.0503	-70.0474	-70.0488	-70.0466	-70.0468	-70.0499	-70.0475	-70.0475
0.585	-70.0508	-70.0507	-70.0478	-70.0492	-70.047	-70.0472	-70.0503	-70.0479	-70.048
0.59	-70.0512	-70.0511	-70.0482	-70.0496	-70.0474	-70.0476	-70.0508	-70.0483	-70.0484
0.595	-70.0516	-70.0515	-70.0486	-70.05	-70.0478	-70.048	-70.0512	-70.0488	-70.0488
0.6	-70.052	-70.0519	-70.049	-70.0505	-70.0482	-70.0484	-70.0516	-70.0492	-70.0492
0.605	-70.0525	-70.0523	-70.0494	-70.0509	-70.0486	-70.0488	-70.052	-70.0496	-70.0496
0.61	-70.0529	-70.0527	-70.0498	-70.0513	-70.049	-70.0492	-70.0524	-70.05	-70.05
0.615	-70.0533	-70.0531	-70.0503	-70.0517	-70.0494	-70.0496	-70.0528	-70.0504	-70.0504
0.62	-70.0537	-70.0535	-70.0507	-70.0521	-70.0498	-70.05	-70.0532	-70.0508	-70.0508
0.625	-70.0541	-70.054	-70.0511	-70.0525	-70.0502	-70.0504	-70.0536	-70.0512	-70.0512
0.63	-70.0545	-70.0544	-70.0515	-70.0529	-70.0506	-70.0508	-70.054	-70.0516	-70.0516
0.635	-70.0549	-70.0548	-70.0519	-70.0533	-70.051	-70.0512	-70.0544	-70.052	-70.052
0.64	-70.0553	-70.0552	-70.0523	-70.0537	-70.0514	-70.0516	-70.0549	-70.0524	-70.0525
0.645	-70.0557	-70.0556	-70.0527	-70.0541	-70.0518	-70.052	-70.0553	-70.0528	-70.0529
0.65	-70.0561	-70.056	-70.0531	-70.0545	-70.0522	-70.0525	-70.0557	-70.0532	-70.0533
