-70	-70	-70	-70	-70	-70	-70	-70	-70	-70	-70	-70	-70
-70.0004	-70.0004	-70.0004	-70.0004	-70.0004	-70.0004	-70.0004	-70.0004	-70.0004	-70.0004	-70.0004	-70.0004	-70.0004
-70.0009	-70.0008	-70.0008	-70.0008	-70.0008	-70.0008	-70.0008	-70.0008	-70.0008	-70.0008	-70.0008	-70.0008	-70.0008
-70.0013	-70.0012	-70.0012	-70.0012	-70.0013	-70.0013	-70.0012	-70.0012	-70.0012	-70.0012	-70.0012	-70.0012	-70.0012
-70.0018	-70.0017	-70.0016	-70.0016	-70.0017	-70.0017	-70.0016	-70.0017	-70.0016	-70.0016	-70.0016	-70.0016	-70.0016
-70.0023	-70.0021	-70.002	-70.002	-70.0022	-70.0022	-70.002	-70.0021	-70.002	-70.002	-70.002	-70.002	-70.002
-70.0027	-70.0026	-70.0024	-70.0024	-70.0027	-70.0026	-70.0024	-70.0026	-70.0024	-70.0024	-70.0025	-70.0024	-70.0024
-70.0032	-70.0031	-70.0028	-70.0028	-70.0031	-70.0031	-70.0028	-70.003	-70.0028	-70.0028	-70.0029	-70.0028	-70.0028
-70.0037	-70.0035	-70.0032	-70.0032	-70.0036	-70.0035	-70.0032	-70.0035	-70.0032	-70.0032	-70.0033	-70.0032	-70.0032
-70.0042	-70.004	-70.0035	-70.0035	-70.0041	-70.004	-70.0036	-70.0039	-70.0035	-70.0035	-70.0038	-70.0035	-70.0035
-70.0046	-70.0044	-70.0039	-70.0039	-70.0045	-70.0045	-70.004	-70.0044	-70.0039	-70.0039	-70.0042	-70.0039	-70.0039
-70.0051	-70.0049	-70.0043	-70.0043	-70.005	-70.0049	-70.0044	-70.0048	-70.0043	-70.0043	-70.0046	-70.0043	-70.0043
-70.0056	-70.0053	-70.0047	-70.0047	-70.0055	-70.0054	-70.0048	-70.0053	-70.0047	-70.0047	-70.0051	-70.0047	-70.0047
-70.0061	-70.0058	-70.0051	-70.0051	-70.0059	-70.0058	-70.0052	-70.0057	-70.0051	-70.0051	-70.0055	-70.0051	-70.0051
-70.0065	-70.0063	-70.0055	-70.0055	-70.0064	-70.0063	-70.0056	-70.0062	-70.0055	-70.0055	-70.0059	-70.0055	-70.0055
-70.007	-70.0067	-70.0059	-70.0059	-70.0068	-70.0068	-70.006	-70.0066	-70.0059	-70.0059	-70.0064	-70.0059	-70.0059
-70.0075	-70.0072	-70.0063	-70.0063	-70.0073	-70.0072	-70.0064	-70.0071	-70.0063	-70.0063	-70.0068	-70.0063	-70.0063
