-70	-70	-70	-70	-70	-70	-70	-70	-70	-70	-70	-70	-70	-70	-70	-70	-70	-70	-70	-70	-70	-70	-70	-70	-70	-70	-70	-70	-70	-70	-70	-70	-70	-70	-70	-70	-70	-70	-70	-70	-70	-70	-70	-70	-70	-70	-70	-70	-70	-70	-70	-70	-70	-70	-70	-70	-70	-70	-70	-70	-70	-70	-70	-70	-70	-70	-70	-70	-70	-70	-70	-70	-70	-70	-70	-70	-70	-70	-70	-70	-70	-70	-70
-70.0004	-70.0004	-70.0004	-70.0004	-70.0004	-70.0004	-70.0004	-70.0004	-70.0004	-70.0004	-70.0004	-70.0004	-70.0004	-70.0004	-70.0004	-70.0004	-70.0004	-70.0004	-70.0004	-70.0004	-70.0004	-70.0004	-70.0004	-70.0004	-70.0004	-70.0004	-70.0004	-70.0004	-70.0004	-70.0004	-70.0004	-70.0004	-70.0004	-70.0004	-70.0004	-70.0004	-70.0004	-70.0004	-70.0004	-70.0004	-70.0004	-70.0004	-70.0004	-70.0004	-70.0004	-70.0004	-70.0004	-70.0004	-70.0004	-70.0004	-70.0004	-70.0004	-70.0004	-70.0004	-70.0004	-70.0004	-70.0004	-70.0004	-70.0004	-70.0004	-70.0004	-70.0004	-70.0004	-70.0004	-70.0004	-70.0004	-70.0004	-70.0004	-70.0004	-70.0004	-70.0004	-70.0004	-70.0004	-70.0004	-70.0004	-70.0004	-70.0004	-70.0004	-70.0004	-70.0004	-70.0004	-70.0004	-70.0004
-70.0008	-70.0008	-70.0008	-70.0008	-70.0008	-70.0008	-70.0008	-70.0008	-70.0008	-70.0008	-70.0008	-70.0008	-70.0008	-70.0008	-70.0008	-70.0008	-70.0008	-70.0008	-70.0008	-70.0008	-70.0008	-70.0008	-70.0008	-70.0008	-70.0008	-70.0008	-70.0008	-70.0008	-70.0008	-70.0008	-70.0008	-70.0008	-70.0008	-70.0008	-70.0008	-70.0008	-70.0008	-70.0008	-70.0008	-70.0008	-70.0008	-70.0008	-70.0008	-70.0008	-70.0008	-70.0008	-70.0008	-70.0008	-70.0008	-70.0008	-70.0008	-70.0008	-70.0008	-70.0008	-70.0008	-70.0008	-70.0008	-70.0008	-70.0008	-70.0008	-70.0008	-70.0008	-70.0008	-70.0008	-70.0008	-70.0008	-70.0008	-70.0008	-70.0008	-70.0008	-70.0008	-70.0008	-70.0008	-70.0008	-70.0008	-70.0008	-70.0008	-70.0008	-70.0008	-70.0008	-70.0008	-70.0008	-70.0008
-70.0013	-70.0013	-70.0012	-70.0012	-70.0013	-70.0012	-70.0012	-70.0012	-70.0012	-70.0012	-70.0012	-70.0012	-70.0012	-70.0012	-70.0012	-70.0012	-70.0012	-70.0012	-70.0012	-70.0012	-70.0012	-70.0012	-70.0012	-70.0012	-70.0012	-70.0012	-70.0012	-70.0012	-70.0012	-70.0012	-70.0012	-70.0012	-70.0012	-70.0012	-70.0012	-70.0012	-70.0012	-70.0012	-70.0012	-70.0012	-70.0012	-70.0012	-70.0012	-70.0012	-70.0012	-70.0012	-70.0012	-70.0012	-70.0012	-70.0012	-70.0012	-70.0012	-70.0012	-70.0012	-70.0012	-70.0012	-70.0012	-70.0012	-70.0012	-70.0012	-70.0012	-70.0012	-70.0012	-70.0012	-70.0012	-70.0012	-70.0012	-70.0012	-70.0012	-70.0012	-70.0012	-70.0012	-70.0012	-70.0012	-70.0012	-70.0012	-70.0012	-70.0012	-70.0012	-70.0012	-70.0012	-70.0012	-70.0012
-70.0018	-70.0017	-70.0016	-70.0016	-70.0017	-70.0017	-70.0016	-70.0016	-70.0016	-70.0016	-70.0017	-70.0017	-70.0016	-70.0016	-70.0016	-70.0016	-70.0017	-70.0016	-70.0016	-70.0016	-70.0016	-70.0016	-70.0016	-70.0016	-70.0016	-70.0016	-70.0016	-70.0016	-70.0016	-70.0016	-70.0016	-70.0016	-70.0016	-70.0016	-70.0016	-70.0016	-70.0016	-70.0016	-70.0016	-70.0016	-70.0016	-70.0016	-70.0016	-70.0016	-70.0016	-70.0016	-70.0016	-70.0016	-70.0016	-70.0016	-70.0016	-70.0016	-70.0016	-70.0016	-70.0016	-70.0016	-70.0016	-70.0016	-70.0016	-70.0016	-70.0016	-70.0016	-70.0016	-70.0016	-70.0016	-70.0016	-70.0016	-70.0016	-70.0016	-70.0016	-70.0016	-70.0016	-70.0016	-70.0016	-70.0016	-70.0016	-70.0016	-70.0016	-70.0016	-70.0016	-70.0016	-70.0016	-70.0016
-70.0022	-70.0021	-70.002	-70.002	-70.0022	-70.0021	-70.002	-70.002	-70.002	-70.002	-70.0021	-70.0021	-70.002	-70.002	-70.002	-70.002	-70.0021	-70.002	-70.0021	-70.002	-70.0021	-70.002	-70.002	-70.002	-70.002	-70.002	-70.002	-70.002	-70.002	-70.002	-70.002	-70.002	-70.002	-70.002	-70.002	-70.002	-70.002	-70.002	-70.002	-70.002	-70.002	-70.002	-70.002	-70.002	-70.002	-70.002	-70.002	-70.002	-70.002	-70.002	-70.002	-70.002	-70.002	-70.002	-70.002	-70.002	-70.002	-70.002	-70.002	-70.002	-70.002	-70.002	-70.002	-70.002	-70.002	-70.002	-70.002	-70.002	-70.002	-70.002	-70.002	-70.002	-70.002	-70.002	-70.002	-70.002	-70.002	-70.002	-70.002	-70.002	-70.002	-70.002	-70.002
-70.0027	-70.0026	-70.0024	-70.0024	-70.0026	-70.0026	-70.0024	-70.0024	-70.0024	-70.0024	-70.0026	-70.0026	-70.0024	-70.0024	-70.0024	-70.0024	-70.0025	-70.0024	-70.0025	-70.0024	-70.0025	-70.0024	-70.0024	-70.0024	-70.0024	-70.0024	-70.0024	-70.0024	-70.0024	-70.0024	-70.0024	-70.0024	-70.0024	-70.0024	-70.0024	-70.0024	-70.0024	-70.0024	-70.0024	-70.0024	-70.0024	-70.0024	-70.0024	-70.0024	-70.0024	-70.0024	-70.0024	-70.0024	-70.0024	-70.0024	-70.0024	-70.0024	-70.0024	-70.0024	-70.0024	-70.0024	-70.0024	-70.0024	-70.0024	-70.0024	-70.0024	-70.0024	-70.0024	-70.0024	-70.0024	-70.0024	-70.0024	-70.0024	-70.0024	-70.0024	-70.0024	-70.0024	-70.0024	-70.0024	-70.0024	-70.0024	-70.0024	-70.0024	-70.0024	-70.0024	-70.0024	-70.0024	-70.0024
-70.0032	-70.0031	-70.0028	-70.0028	-70.0031	-70.0031	-70.0028	-70.0028	-70.0028	-70.0028	-70.003	-70.003	-70.0028	-70.0028	-70.0028	-70.0028	-70.003	-70.0028	-70.003	-70.0028	-70.0029	-70.0028	-70.0028	-70.0028	-70.0028	-70.0028	-70.0028	-70.0028	-70.0028	-70.0028	-70.0028	-70.0028	-70.0028	-70.0028	-70.0028	-70.0028	-70.0028	-70.0028	-70.0028	-70.0028	-70.0028	-70.0028	-70.0028	-70.0028	-70.0028	-70.0028	-70.0028	-70.0028	-70.0028	-70.0028	-70.0028	-70.0028	-70.0028	-70.0028	-70.0028	-70.0028	-70.0028	-70.0028	-70.0028	-70.0028	-70.0028	-70.0028	-70.0028	-70.0028	-70.0028	-70.0028	-70.0028	-70.0028	-70.0028	-70.0028	-70.0028	-70.0028	-70.0028	-70.0028	-70.0028	-70.0028	-70.0028	-70.0028	-70.0028	-70.0028	-70.0028	-70.0028	-70.0028
-70.0036	-70.0035	-70.0032	-70.0032	-70.0036	-70.0035	-70.0032	-70.0032	-70.0032	-70.0032	-70.0035	-70.0035	-70.0032	-70.0032	-70.0032	-70.0032	-70.0034	-70.0032	-70.0034	-70.0032	-70.0034	-70.0032	-70.0032	-70.0032	-70.0032	-70.0032	-70.0032	-70.0032	-70.0032	-70.0032	-70.0032	-70.0032	-70.0032	-70.0032	-70.0032	-70.0032	-70.0032	-70.0032	-70.0032	-70.0032	-70.0032	-70.0032	-70.0032	-70.0032	-70.0032	-70.0032	-70.0032	-70.0032	-70.0032	-70.0032	-70.0032	-70.0032	-70.0032	-70.0032	-70.0032	-70.0032	-70.0032	-70.0032	-70.0032	-70.0032	-70.0032	-70.0032	-70.0032	-70.0032	-70.0032	-70.0032	-70.0032	-70.0032	-70.0032	-70.0032	-70.0032	-70.0032	-70.0032	-70.0032	-70.0032	-70.0032	-70.0032	-70.0032	-70.0032	-70.0032	-70.0032	-70.0032	-70.0032
-70.0041	-70.004	-70.0036	-70.0036	-70.004	-70.004	-70.0036	-70.0035	-70.0035	-70.0036	-70.004	-70.0039	-70.0036	-70.0036	-70.0036	-70.0036	-70.0039	-70.0036	-70.0039	-70.0036	-70.0038	-70.0036	-70.0035	-70.0035	-70.0035	-70.0035	-70.0035	-70.0035	-70.0035	-70.0035	-70.0035	-70.0035	-70.0035	-70.0035	-70.0035	-70.0035	-70.0035	-70.0035	-70.0035	-70.0035	-70.0035	-70.0035	-70.0035	-70.0035	-70.0035	-70.0035	-70.0035	-70.0035	-70.0035	-70.0035	-70.0035	-70.0035	-70.0035	-70.0035	-70.0035	-70.0035	-70.0035	-70.0035	-70.0035	-70.0035	-70.0035	-70.0035	-70.0035	-70.0035	-70.0035	-70.0035	-70.0035	-70.0035	-70.0035	-70.0035	-70.0035	-70.0035	-70.0035	-70.0035	-70.0035	-70.0035	-70.0035	-70.0035	-70.0035	-70.0035	-70.0035	-70.0035	-70.0035
